key,0,1,2,3,4
#,,,,,
offset,4,6,8,10,0
int32,uint16,uint16,uint16,uint16,str
0,0,0,0,0,"自訂"
1,1,1,1,1,"基礎"
2,2,3,1,2,"簡約"
3,10,10,1,3,"古典"
4,7,10,1,4,"華美"
5,3,11,8,5,"豪華"
6,8,1,1,6,"乙太空間"
7,7,7,1,7,"日誌"
8,4,9,5,8,"職能：防護職業"
9,6,9,7,9,"職能：治療職業"
10,5,9,6,10,"職能：進攻職業"
11,52,12,12,2000,"騎士（簡易）"
12,53,13,13,2001,"戰士（簡易）"
13,54,14,14,2002,"暗黑騎士（簡易）"
14,55,15,15,2003,"絕槍戰士（簡易）"
15,56,16,16,2004,"白魔法師（簡易）"
16,57,17,17,2005,"學者（簡易）"
17,58,18,18,2006,"占星術士（簡易）"
18,59,19,19,2007,"賢者（簡易）"
19,60,20,20,2008,"武僧（簡易）"
20,61,21,21,2009,"龍騎士（簡易）"
21,62,22,22,2010,"忍者（簡易）"
22,63,23,23,2011,"武士（簡易）"
23,64,24,24,2012,"釤鐮客（簡易）"
24,65,25,25,2013,"吟遊詩人（簡易）"
25,66,26,26,2014,"機工士（簡易）"
26,67,27,27,2015,"舞者（簡易）"
27,68,28,28,2016,"黑魔法師（簡易）"
28,69,29,29,2017,"召喚師（簡易）"
29,70,30,30,2018,"赤魔法師（簡易）"
30,11,12,12,2050,"騎士（華麗）"
31,12,13,13,2051,"戰士（華麗）"
32,13,14,14,2052,"暗黑騎士（華麗）"
33,14,15,15,2053,"絕槍戰士（華麗）"
34,15,16,16,2054,"白魔法師（華麗）"
35,16,17,17,2055,"學者（華麗）"
36,17,18,18,2056,"占星術士（華麗）"
37,18,19,19,2057,"賢者（華麗）"
38,19,20,20,2058,"武僧（華麗）"
39,20,21,21,2059,"龍騎士（華麗）"
40,21,22,22,2060,"忍者（華麗）"
41,22,23,23,2061,"武士（華麗）"
42,23,24,24,2062,"釤鐮客（華麗）"
43,24,25,25,2063,"吟遊詩人（華麗）"
44,25,26,26,2064,"機工士（華麗）"
45,26,27,27,2065,"舞者（華麗）"
46,27,28,28,2066,"黑魔法師（華麗）"
47,28,29,29,2067,"召喚師（華麗）"
48,29,30,30,2068,"赤魔法師（華麗）"
49,30,31,31,3000,"星極隊"
50,31,32,32,3001,"靈極隊"
51,41,42,42,4000,"「隨身神典石」特典1"
52,42,43,43,4001,"「隨身神典石」特典2"
53,86,44,44,2500,"巴哈姆特絕境戰"
54,87,45,45,2501,"究極神兵絕境戰"
55,88,46,46,2502,"亞歷山大絕境戰"
56,89,47,47,2503,"龍詩戰爭絕境戰"
57,32,33,33,3200,"水晶衝突：王者S1"
58,33,34,34,3201,"水晶衝突：勇者S1"
59,34,35,35,3202,"水晶衝突：獲獎者S1"
